datetime,timestamp,open,high,low,close,volume
2025-05-02 09:20:00+05:30,1746157500,790.35,794.35,789.0,792.3,621081
2025-05-02 09:25:00+05:30,1746157800,792.0,793.65,789.35,790.0,293197
2025-05-02 09:30:00+05:30,1746158100,789.7,794.5,789.5,794.4,221155
2025-05-02 09:35:00+05:30,1746158400,794.4,795.0,791.55,793.6,391638
2025-05-02 09:40:00+05:30,1746158700,793.65,795.8,793.0,795.8,240482
2025-05-02 09:45:00+05:30,1746159000,795.8,797.0,792.95,793.15,642904
2025-05-02 09:50:00+05:30,1746159300,793.3,794.3,792.55,794.1,2611311
2025-05-02 09:55:00+05:30,1746159600,794.05,794.7,792.5,793.8,233119
2025-05-02 10:00:00+05:30,1746159900,793.8,794.75,792.75,793.1,170944
2025-05-02 10:05:00+05:30,1746160200,793.1,793.7,791.25,792.3,162189
2025-05-02 10:10:00+05:30,1746160500,792.25,794.5,792.05,794.4,161009
2025-05-02 10:15:00+05:30,1746160800,794.25,796.0,794.0,795.65,163261
2025-05-02 10:20:00+05:30,1746161100,795.65,796.95,795.6,796.55,301806
2025-05-02 10:25:00+05:30,1746161400,796.5,797.8,796.1,797.0,262022
2025-05-02 10:30:00+05:30,1746161700,796.95,798.9,796.85,798.7,311298
2025-05-02 10:35:00+05:30,1746162000,798.65,801.9,797.6,800.25,626728
2025-05-02 10:40:00+05:30,1746162300,800.25,801.3,797.95,800.7,236315
2025-05-02 10:45:00+05:30,1746162600,800.75,803.4,799.65,801.8,265142
2025-05-02 10:50:00+05:30,1746162900,801.7,801.8,799.35,799.4,155303
2025-05-02 10:55:00+05:30,1746163200,799.4,799.95,798.0,798.05,228107
2025-05-02 11:00:00+05:30,1746163500,798.0,800.5,797.5,799.1,139979
2025-05-02 11:05:00+05:30,1746163800,799.65,800.75,798.0,798.2,111235
2025-05-02 11:10:00+05:30,1746164100,798.2,799.2,797.65,798.55,151943
2025-05-02 11:15:00+05:30,1746164400,798.5,799.4,797.65,798.6,80291
2025-05-02 11:20:00+05:30,1746164700,798.6,800.0,798.1,798.45,70699
2025-05-02 11:25:00+05:30,1746165000,798.4,799.15,797.25,797.4,95722
2025-05-02 11:30:00+05:30,1746165300,797.4,797.5,795.5,795.85,178036
2025-05-02 11:35:00+05:30,1746165600,795.55,797.35,791.2,791.65,239709
2025-05-02 11:40:00+05:30,1746165900,791.7,795.55,791.55,795.15,141124
2025-05-02 11:45:00+05:30,1746166200,795.15,796.15,794.2,794.75,74636
2025-05-02 11:50:00+05:30,1746166500,794.95,796.4,794.1,795.8,78271
2025-05-02 11:55:00+05:30,1746166800,795.8,795.9,794.6,795.9,60373
2025-05-02 12:00:00+05:30,1746167100,795.85,797.0,795.6,796.0,128233
2025-05-02 12:05:00+05:30,1746167400,796.0,796.05,794.75,795.2,64198
2025-05-02 12:10:00+05:30,1746167700,795.2,796.0,794.0,795.5,106181
2025-05-02 12:15:00+05:30,1746168000,795.5,795.8,794.6,794.9,216796
2025-05-02 12:20:00+05:30,1746168300,794.9,794.9,793.05,794.0,248249
2025-05-02 12:25:00+05:30,1746168600,794.0,794.8,793.55,794.6,73881
2025-05-02 12:30:00+05:30,1746168900,794.6,794.6,791.6,791.7,254658
2025-05-02 12:35:00+05:30,1746169200,791.6,793.5,791.55,792.4,246969
2025-05-02 12:40:00+05:30,1746169500,792.65,793.0,792.45,793.0,166229
2025-05-02 12:45:00+05:30,1746169800,792.95,793.95,791.75,793.95,257969
2025-05-02 12:50:00+05:30,1746170100,793.8,795.8,793.8,795.55,126279
2025-05-02 12:55:00+05:30,1746170400,795.15,796.0,794.8,795.2,49435
2025-05-02 13:00:00+05:30,1746170700,795.05,795.7,794.5,794.7,64300
2025-05-02 13:05:00+05:30,1746171000,794.5,795.6,794.25,794.85,121503
2025-05-02 13:10:00+05:30,1746171300,794.85,796.0,794.65,795.1,119999
2025-05-02 13:15:00+05:30,1746171600,795.1,795.25,793.95,794.0,91105
2025-05-02 13:20:00+05:30,1746171900,793.8,795.25,793.1,794.85,243915
2025-05-02 13:25:00+05:30,1746172200,794.85,795.55,793.5,795.35,170132
2025-05-02 13:30:00+05:30,1746172500,795.05,796.5,794.65,795.45,145674
2025-05-02 13:35:00+05:30,1746172800,795.5,797.55,795.3,795.95,230983
2025-05-02 13:40:00+05:30,1746173100,795.95,796.8,795.05,796.65,100026
2025-05-02 13:45:00+05:30,1746173400,796.6,796.85,795.0,795.95,82625
2025-05-02 13:50:00+05:30,1746173700,796.0,796.35,794.7,795.6,93997
2025-05-02 13:55:00+05:30,1746174000,795.6,796.8,795.25,795.9,100078
2025-05-02 14:00:00+05:30,1746174300,795.9,796.0,795.0,795.1,97756
2025-05-02 14:05:00+05:30,1746174600,795.1,796.0,794.85,795.9,135793
2025-05-02 14:10:00+05:30,1746174900,795.9,797.95,795.55,797.35,196314
2025-05-02 14:15:00+05:30,1746175200,797.35,797.9,796.1,796.45,119034
2025-05-02 14:20:00+05:30,1746175500,796.2,797.25,796.1,796.4,111743
2025-05-02 14:25:00+05:30,1746175800,796.4,796.7,794.95,795.4,138055
2025-05-02 14:30:00+05:30,1746176100,795.4,795.6,794.65,795.2,251889
2025-05-02 14:35:00+05:30,1746176400,795.25,795.7,794.8,795.3,194217
2025-05-02 14:40:00+05:30,1746176700,795.2,796.8,794.8,796.8,254537
2025-05-02 14:45:00+05:30,1746177000,796.8,797.8,796.25,797.1,129606
2025-05-02 14:50:00+05:30,1746177300,797.15,799.6,796.8,798.7,200397
2025-05-02 14:55:00+05:30,1746177600,798.75,800.7,798.7,800.5,239907
2025-05-02 15:00:00+05:30,1746177900,800.5,801.8,799.0,800.7,252384
2025-05-02 15:05:00+05:30,1746178200,801.0,801.5,798.9,799.0,259651
2025-05-02 15:10:00+05:30,1746178500,798.9,800.0,798.2,799.8,283803
2025-05-02 15:15:00+05:30,1746178800,800.0,800.95,799.75,800.8,222970
2025-05-02 15:20:00+05:30,1746179100,800.8,800.95,799.0,800.35,307792
2025-05-02 15:25:00+05:30,1746179400,800.35,800.95,800.0,800.25,260623
2025-05-02 15:30:00+05:30,1746179700,800.25,801.0,798.1,799.8,315624
2025-05-05 09:20:00+05:30,1746416700,782.0,799.0,782.0,791.2,2406682
2025-05-05 09:25:00+05:30,1746417000,791.2,792.4,787.5,789.0,924821
2025-05-05 09:30:00+05:30,1746417300,789.0,789.15,786.1,786.1,658180
2025-05-05 09:35:00+05:30,1746417600,786.15,786.4,784.5,785.0,744221
2025-05-05 09:40:00+05:30,1746417900,784.95,787.5,784.0,786.9,435291
2025-05-05 09:45:00+05:30,1746418200,786.9,789.0,786.4,787.85,462653
2025-05-05 09:50:00+05:30,1746418500,787.95,789.0,786.0,787.5,417621
2025-05-05 09:55:00+05:30,1746418800,787.45,791.0,787.3,791.0,656079
2025-05-05 10:00:00+05:30,1746419100,790.8,792.6,790.5,792.05,681608
2025-05-05 10:05:00+05:30,1746419400,792.15,792.15,787.3,787.6,853758
2025-05-05 10:10:00+05:30,1746419700,787.5,788.95,785.6,788.8,745320
2025-05-05 10:15:00+05:30,1746420000,788.9,789.2,785.7,786.3,670918
2025-05-05 10:20:00+05:30,1746420300,786.4,786.45,785.05,785.35,333830
2025-05-05 10:25:00+05:30,1746420600,785.4,786.55,785.35,786.1,211533
2025-05-05 10:30:00+05:30,1746420900,786.1,787.3,785.65,786.25,217851
2025-05-05 10:35:00+05:30,1746421200,786.2,788.5,786.2,787.75,239128
2025-05-05 10:40:00+05:30,1746421500,787.75,789.4,787.6,788.95,277091
2025-05-05 10:45:00+05:30,1746421800,789.0,790.35,788.85,789.75,308792
2025-05-05 10:50:00+05:30,1746422100,789.95,793.5,789.25,792.6,745600
2025-05-05 10:55:00+05:30,1746422400,792.75,793.55,790.0,790.05,452222
2025-05-05 11:00:00+05:30,1746422700,790.0,790.05,787.75,788.0,405860
2025-05-05 11:05:00+05:30,1746423000,788.0,789.6,787.55,788.0,287804
2025-05-05 11:10:00+05:30,1746423300,788.05,792.5,788.05,792.5,331821
2025-05-05 11:15:00+05:30,1746423600,792.3,793.05,791.25,792.0,298430
2025-05-05 11:20:00+05:30,1746423900,792.0,793.0,790.25,790.3,219132
2025-05-05 11:25:00+05:30,1746424200,790.3,791.5,789.6,791.5,146975
2025-05-05 11:30:00+05:30,1746424500,791.5,791.5,789.7,789.95,95812
2025-05-05 11:35:00+05:30,1746424800,790.2,791.25,789.7,791.1,71004
2025-05-05 11:40:00+05:30,1746425100,791.1,791.1,789.1,790.15,121004
2025-05-05 11:45:00+05:30,1746425400,790.0,790.2,789.0,789.65,164227
2025-05-05 11:50:00+05:30,1746425700,789.5,790.05,789.0,789.85,171070
2025-05-05 11:55:00+05:30,1746426000,789.85,789.95,788.5,789.0,211927
2025-05-05 12:00:00+05:30,1746426300,788.95,789.5,788.5,789.3,142913
2025-05-05 12:05:00+05:30,1746426600,789.55,789.55,788.85,789.1,156162
2025-05-05 12:10:00+05:30,1746426900,789.15,789.6,788.8,789.5,162158
2025-05-05 12:15:00+05:30,1746427200,789.45,790.25,789.2,789.65,115572
2025-05-05 12:20:00+05:30,1746427500,789.75,789.8,787.05,787.2,225473
2025-05-05 12:25:00+05:30,1746427800,787.05,789.0,787.0,788.55,205371
2025-05-05 12:30:00+05:30,1746428100,788.4,789.4,788.4,789.35,146178
2025-05-05 12:35:00+05:30,1746428400,789.15,789.35,786.7,786.85,1250089
2025-05-05 12:40:00+05:30,1746428700,786.85,788.4,786.7,788.4,474274
2025-05-05 12:45:00+05:30,1746429000,788.1,788.5,787.25,788.0,150379
2025-05-05 12:50:00+05:30,1746429300,788.2,788.35,787.5,788.0,117632
2025-05-05 12:55:00+05:30,1746429600,787.95,789.2,787.75,789.1,107385
2025-05-05 13:00:00+05:30,1746429900,788.9,790.35,788.9,790.0,183494
2025-05-05 13:05:00+05:30,1746430200,790.2,791.2,789.85,791.0,137900
2025-05-05 13:10:00+05:30,1746430500,790.8,791.75,790.4,791.65,182103
2025-05-05 13:15:00+05:30,1746430800,791.35,792.95,791.35,792.35,286312
2025-05-05 13:20:00+05:30,1746431100,792.35,792.4,791.0,791.4,132958
2025-05-05 13:25:00+05:30,1746431400,791.4,793.2,791.0,793.15,187041
2025-05-05 13:30:00+05:30,1746431700,793.05,793.2,791.15,791.7,110100
2025-05-05 13:35:00+05:30,1746432000,791.45,792.7,791.45,792.55,78332
2025-05-05 13:40:00+05:30,1746432300,792.5,792.9,791.8,792.9,90198
2025-05-05 13:45:00+05:30,1746432600,792.75,792.95,792.15,792.45,70669
2025-05-05 13:50:00+05:30,1746432900,792.45,792.85,791.55,792.0,126511
2025-05-05 13:55:00+05:30,1746433200,791.9,792.75,791.9,792.2,77399
2025-05-05 14:00:00+05:30,1746433500,791.9,792.35,791.75,791.8,64009
2025-05-05 14:05:00+05:30,1746433800,791.75,792.1,790.4,791.25,167713
2025-05-05 14:10:00+05:30,1746434100,791.15,791.75,790.7,791.25,133111
2025-05-05 14:15:00+05:30,1746434400,791.2,791.55,790.5,790.6,110285
2025-05-05 14:20:00+05:30,1746434700,790.6,791.25,790.4,790.4,174843
2025-05-05 14:25:00+05:30,1746435000,790.4,790.45,789.5,790.0,126974
2025-05-05 14:30:00+05:30,1746435300,789.95,790.65,789.85,790.0,89650
2025-05-05 14:35:00+05:30,1746435600,790.35,791.45,790.15,791.05,153580
2025-05-05 14:40:00+05:30,1746435900,791.0,791.45,790.55,790.95,135043
